protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
NC_070973_33	decoy	0	NC_070973_33				186	val	train
MW419085_98	decoy	0	MW419085_98				118	train	train
MF001358_122	decoy	0	MF001358_122				340	train	train
PQ341120_245	decoy	0	PQ341120_245				185	test	train
LC905398_7	decoy	0	LC905398_7				86	train	train
PQ295796_7	decoy	0	PQ295796_7				167	test	train
MN096357_12	decoy	0	MN096357_12				147	train	train
MH598807_36	decoy	0	MH598807_36				873	val	train
NC_070889_217	decoy	0	NC_070889_217				77	train	train
NC_055822_80	decoy	0	NC_055822_80				117	train	train
OQ603358_53	decoy	0	OQ603358_53				211	test	train
PV544181_10	decoy	0	PV544181_10				188	train	train
PV072755_38	decoy	0	PV072755_38				301	test	train
MK660713_21	decoy	0	MK660713_21				199	train	train
GQ303266_72	decoy	0	GQ303266_72				101	train	train
ON637770_154	decoy	0	ON637770_154				205	test	train
LC680885_137	decoy	0	LC680885_137				1652	test	train
MH051251_61	decoy	0	MH051251_61				620	val	train
NC_048732_36	decoy	0	NC_048732_36				129	val	train
OX335403_49	decoy	0	OX335403_49				99	test	train
PP998226_32	decoy	0	PP998226_32				205	train	train
NC_073070_5	decoy	0	NC_073070_5				475	val	train
MW534375_36	decoy	0	MW534375_36				432	test	train
NC_041974_14	decoy	0	NC_041974_14				117	test	train
MN508817_184	decoy	0	MN508817_184				55	train	train
NC_028819_27	decoy	0	NC_028819_27				192	test	train
MN586029_39	decoy	0	MN586029_39				126	train	train
PP408249_46	decoy	0	PP408249_46				106	train	train
OP053360_21	decoy	0	OP053360_21				565	train	train
PP889503_54	decoy	0	PP889503_54				375	test	train
NC_049815_71	decoy	0	NC_049815_71				39	val	train
KY888882_251	decoy	0	KY888882_251				218	val	train
OP910133_67	decoy	0	OP910133_67				154	train	train
NC_048048_439	decoy	0	NC_048048_439				111	train	train
MH590593_22	decoy	0	MH590593_22				430	train	train
OM982621_213	decoy	0	OM982621_213				148	train	train
MN445185_148	decoy	0	MN445185_148				300	train	train
OP079918_41	decoy	0	OP079918_41				112	test	train
NC_049940_21	decoy	0	NC_049940_21				522	train	train
OP830907_12	decoy	0	OP830907_12				234	train	train
MZ747516_3	decoy	0	MZ747516_3				434	train	train
MT135025_527	decoy	0	MT135025_527				186	test	train
NC_028901_10	decoy	0	NC_028901_10				562	train	train
OP068340_88	decoy	0	OP068340_88				208	train	train
MT653143_130	decoy	0	MT653143_130				141	train	train
NC_042067_58	decoy	0	NC_042067_58				503	train	train
MZ820085_172	decoy	0	MZ820085_172				138	val	train
ON212267_26	decoy	0	ON212267_26				79	train	train
OR844999_68	decoy	0	OR844999_68				166	test	train
PQ880147_123	decoy	0	PQ880147_123				177	val	train
NC_012638_148	decoy	0	NC_012638_148				165	train	train
ON528739_191	decoy	0	ON528739_191				110	test	train
MW805361_15	decoy	0	MW805361_15				493	val	train
MK765594_7	decoy	0	MK765594_7				89	val	train
MK016501_3	decoy	0	MK016501_3				478	train	train
NC_019543_38	decoy	0	NC_019543_38				269	val	train
NC_023738_19	decoy	0	NC_023738_19				238	train	train
PX104387_131	decoy	0	PX104387_131				97	train	train
NC_028957_156	decoy	0	NC_028957_156				201	test	train
NC_135148_50	decoy	0	NC_135148_50				58	train	train
OQ412632_46	decoy	0	OQ412632_46				774	test	train
NC_030921_24	decoy	0	NC_030921_24				125	val	train
ON551388_133	decoy	0	ON551388_133				983	train	train
MT939492_39	decoy	0	MT939492_39				195	test	train
PV389083_136	decoy	0	PV389083_136				83	train	train
NC_031034_76	decoy	0	NC_031034_76				90	train	train
OQ689735_70	decoy	0	OQ689735_70				98	train	train
MK250018_666	decoy	0	MK250018_666				83	val	train
NC_003278_3	decoy	0	NC_003278_3				595	test	train
NC_028882_138	decoy	0	NC_028882_138				107	val	train
ON113174_61	decoy	0	ON113174_61				105	test	train
MG655267_233	decoy	0	MG655267_233				70	test	train
NC_054720_93	decoy	0	NC_054720_93				512	train	train
PP468604_131	decoy	0	PP468604_131				60	test	train
PQ778307_75	decoy	0	PQ778307_75				60	train	train
OZ038339_108	decoy	0	OZ038339_108				105	train	train
JX042579_1	decoy	0	JX042579_1				65	test	train
NC_073589_8	decoy	0	NC_073589_8				418	train	train
MT446412_131	decoy	0	MT446412_131				153	train	train
OR352946_97	decoy	0	OR352946_97				47	train	train
MG872832_20	decoy	0	MG872832_20				553	train	train
MT162468_197	decoy	0	MT162468_197				51	test	train
KY514263_231	decoy	0	KY514263_231				122	test	train
PV853808_1	decoy	0	PV853808_1				586	val	train
NC_048077_231	decoy	0	NC_048077_231				178	train	train
MT980834_12	decoy	0	MT980834_12				85	val	train
NC_028691_43	decoy	0	NC_028691_43				452	train	train
NC_028693_7	decoy	0	NC_028693_7				67	train	train
MZ501084_237	decoy	0	MZ501084_237				578	train	train
NC_025830_24	decoy	0	NC_025830_24				88	val	train
NC_004305_60	decoy	0	NC_004305_60				43	train	train
NC_055885_91	decoy	0	NC_055885_91				213	train	train
OR352955_21	decoy	0	OR352955_21				158	test	train
NC_041917_430	decoy	0	NC_041917_430				112	train	train
NC_048047_149	decoy	0	NC_048047_149				74	train	train
NC_073675_28	decoy	0	NC_073675_28				90	test	train
PQ510824_106	decoy	0	PQ510824_106				292	train	train
MT108731_63	decoy	0	MT108731_63				736	train	train
PP496413_63	decoy	0	PP496413_63				350	train	train
PP965501_75	decoy	0	PP965501_75				677	train	train
ON528723_20	decoy	0	ON528723_20				61	train	train
OQ378934_58	decoy	0	OQ378934_58				90	train	train
OQ921340_76	decoy	0	OQ921340_76				229	train	train
NC_042342_4	decoy	0	NC_042342_4				394	train	train
PP554336_61	decoy	0	PP554336_61				234	test	train
NC_070761_104	decoy	0	NC_070761_104				298	train	train
MT151604_193	decoy	0	MT151604_193				40	train	train
MG945320_4	decoy	0	MG945320_4				139	train	train
PQ184802_2	decoy	0	PQ184802_2				47	train	train
MW202795_23	decoy	0	MW202795_23				554	train	train
PX866610.1_26	decoy	0	PX866610.1_26				112	train	train
MW712728_22	decoy	0	MW712728_22				535	test	train
NC_028787_46	decoy	0	NC_028787_46				72	train	train
OR122688_142	decoy	0	OR122688_142				136	val	train
NC_015282_175	decoy	0	NC_015282_175				163	train	train
NC_112204_97	decoy	0	NC_112204_97				89	train	train
OL840901_41	decoy	0	OL840901_41				42	val	train
OP068343_58	decoy	0	OP068343_58				189	train	train
PP208937_53	decoy	0	PP208937_53				69	test	train
PQ868994_9	decoy	0	PQ868994_9				96	train	train
KT895281_80	decoy	0	KT895281_80				362	train	train
PQ362680_35	decoy	0	PQ362680_35				65	train	train
MW879342_143	decoy	0	MW879342_143				921	test	train
MG592408_7	decoy	0	MG592408_7				63	test	train
PV935568.1_85	decoy	0	PV935568.1_85				121	val	train
MW749010_90	decoy	0	MW749010_90				186	train	train
MZ150792_46	decoy	0	MZ150792_46				320	test	train
NC_007623_166	decoy	0	NC_007623_166				352	test	train
PQ093903_60	decoy	0	PQ093903_60				112	test	train
OZ035822_35	decoy	0	OZ035822_35				147	train	train
MN496307_2	decoy	0	MN496307_2				263	train	train
PQ189291_10	decoy	0	PQ189291_10				268	train	train
MK016494_20	decoy	0	MK016494_20				203	test	train
OM418627_17	decoy	0	OM418627_17				233	val	train
OZ035789_149	decoy	0	OZ035789_149				394	train	train
MW202879_31	decoy	0	MW202879_31				120	val	train
MK359362_134	decoy	0	MK359362_134				117	test	train
PP738768_176	decoy	0	PP738768_176				221	val	train
PX682314.1_19	decoy	0	PX682314.1_19				48	val	train
PV067695_37	decoy	0	PV067695_37				186	test	train
OR896834_33	decoy	0	OR896834_33				178	train	train
NC_005354_16	decoy	0	NC_005354_16				70	val	train
OQ995430_178	decoy	0	OQ995430_178				90	train	train
OZ035750_70	decoy	0	OZ035750_70				127	test	train
OR613473_29	decoy	0	OR613473_29				286	train	train
NC_042044_10	decoy	0	NC_042044_10				145	train	train
NC_073200_42	decoy	0	NC_073200_42				734	train	train
MN988538_46	decoy	0	MN988538_46				130	train	train
MT135299_2	decoy	0	MT135299_2				198	train	train
ON042478_63	decoy	0	ON042478_63				79	train	train
PX946178.1_247	decoy	0	PX946178.1_247				382	train	train
ON529853_203	decoy	0	ON529853_203				85	train	train
PP541512_10	decoy	0	PP541512_10				577	train	train
NC_019521_139	decoy	0	NC_019521_139				222	train	train
MZ089810_6	decoy	0	MZ089810_6				601	train	train
MN010756_29	decoy	0	MN010756_29				948	val	train
MG592483_41	decoy	0	MG592483_41				61	val	train
MN369748_6	decoy	0	MN369748_6				329	train	train
KY092483_2	decoy	0	KY092483_2				340	train	train
MZ616364_75	decoy	0	MZ616364_75				77	val	train
LC768486_94	decoy	0	LC768486_94				117	test	train
PP313117_57	decoy	0	PP313117_57				76	test	train
PV725988_31	decoy	0	PV725988_31				114	train	train
PQ362680_46	decoy	0	PQ362680_46				280	train	train
OK896991_35	decoy	0	OK896991_35				460	train	train
NC_019489_36	decoy	0	NC_019489_36				88	train	train
PQ114750_151	decoy	0	PQ114750_151				75	train	train
KT778546_58	decoy	0	KT778546_58				130	train	train
OR896826_209	decoy	0	OR896826_209				65	train	train
MH779523_35	decoy	0	MH779523_35				540	val	train
PP942979_39	decoy	0	PP942979_39				115	train	train
OX335426_22	decoy	0	OX335426_22				70	test	train
NC_028955_121	decoy	0	NC_028955_121				56	train	train
PV159336_223	decoy	0	PV159336_223				81	val	train
ON287371_48	decoy	0	ON287371_48				47	train	train
MW879344_142	decoy	0	MW879344_142				900	train	train
NC_027979_243	decoy	0	NC_027979_243				306	train	train
PP626088_16	decoy	0	PP626088_16				271	val	train
NC_070822_3	decoy	0	NC_070822_3				78	train	train
PQ788408_36	decoy	0	PQ788408_36				390	val	train
NC_054646_66	decoy	0	NC_054646_66				140	train	train
MK494116_25	decoy	0	MK494116_25				296	train	train
OQ873415_160	decoy	0	OQ873415_160				61	test	train
NC_028686_34	decoy	0	NC_028686_34				399	test	train
OR924452_161	decoy	0	OR924452_161				288	train	train
MN850584_162	decoy	0	MN850584_162				173	train	train
PV844355_11	decoy	0	PV844355_11				466	val	train
ON529861_55	decoy	0	ON529861_55				106	train	train
OL615013_95	decoy	0	OL615013_95				315	test	train
NC_104726_141	decoy	0	NC_104726_141				90	val	train
MT813197_62	decoy	0	MT813197_62				167	val	train
MH523359_52	decoy	0	MH523359_52				70	train	train
BK061480_55	decoy	0	BK061480_55				70	val	train
PQ516283_136	decoy	0	PQ516283_136				193	test	train
NC_019782_36	decoy	0	NC_019782_36				390	train	train
MN908685_74	decoy	0	MN908685_74				670	train	train
OR983331_50	decoy	0	OR983331_50				89	train	train
OR475248_73	decoy	0	OR475248_73				600	train	train
OM634661_148	decoy	0	OM634661_148				178	train	train
NC_015250_13	decoy	0	NC_015250_13				223	train	train
PP978840_38	decoy	0	PP978840_38				170	train	train
MG592441_64	decoy	0	MG592441_64				291	val	train
MZ326862_22	decoy	0	MZ326862_22				70	train	train
PX645604_50	decoy	0	PX645604_50				122	val	train
MG969412_69	decoy	0	MG969412_69				100	train	train
PX654436_47	decoy	0	PX654436_47				186	val	train
NC_030948_126	decoy	0	NC_030948_126				66	train	train
NC_061421_177	decoy	0	NC_061421_177				156	train	train
PV834959_14	decoy	0	PV834959_14				155	train	train
NC_072502_35	decoy	0	NC_072502_35				158	train	train
MG945141_1	decoy	0	MG945141_1				357	test	train
MK359316_12	decoy	0	MK359316_12				495	train	train
PQ850630_64	decoy	0	PQ850630_64				158	train	train
NC_004585_39	decoy	0	NC_004585_39				57	train	train
MN954399_163	decoy	0	MN954399_163				639	train	train
OR413581_66	decoy	0	OR413581_66				124	train	train
OR532894_3	decoy	0	OR532894_3				373	train	train
NC_048753_132	decoy	0	NC_048753_132				531	train	train
PV915824.1_43	decoy	0	PV915824.1_43				336	train	train
OR797041_51	decoy	0	OR797041_51				60	test	train
NC_062581_241	decoy	0	NC_062581_241				127	train	train
PP180004_39	decoy	0	PP180004_39				61	val	train
PX596591_28	decoy	0	PX596591_28				172	train	train
MK448982_36	decoy	0	MK448982_36				67	train	train
PX596622_189	decoy	0	PX596622_189				72	train	train
OL549189_61	decoy	0	OL549189_61				115	train	train
PV400811_260	decoy	0	PV400811_260				90	train	train
OR896157_228	decoy	0	OR896157_228				482	train	train
PP738795_91	decoy	0	PP738795_91				32	train	train
MW202478_31	decoy	0	MW202478_31				190	train	train
NC_024371_20	decoy	0	NC_024371_20				109	train	train
NC_016571_1	decoy	0	NC_016571_1				301	train	train
NC_031908_36	decoy	0	NC_031908_36				59	val	train
LT960552_183	decoy	0	LT960552_183				371	train	train
MG592399_60	decoy	0	MG592399_60				151	val	train
MF773750_27	decoy	0	MF773750_27				205	train	train
PP511520_83	decoy	0	PP511520_83				142	train	train
LR588166_270	decoy	0	LR588166_270				88	val	train
PX969468.1_133	decoy	0	PX969468.1_133				1876	train	train
KY271396_3	decoy	0	KY271396_3				132	train	train
PV340576_42	decoy	0	PV340576_42				118	train	train
OZ196331_80	decoy	0	OZ196331_80				710	train	train
MG065637_11	decoy	0	MG065637_11				968	train	train
MN703414_80	decoy	0	MN703414_80				278	test	train
PV031332_19	decoy	0	PV031332_19				96	train	train
MN988487_2	decoy	0	MN988487_2				186	train	train
MN994498_3	decoy	0	MN994498_3				114	test	train
PV915902.1_20	decoy	0	PV915902.1_20				159	train	train
MH892381_14	decoy	0	MH892381_14				1592	train	train
MG945312_10	decoy	0	MG945312_10				62	test	train
PX514240_59	decoy	0	PX514240_59				182	train	train
NC_070861_13	decoy	0	NC_070861_13				94	train	train
PP993145_80	decoy	0	PP993145_80				98	val	train
NC_054892_80	decoy	0	NC_054892_80				67	train	train
OL580764_29	decoy	0	OL580764_29				336	val	train
PV357744_545	decoy	0	PV357744_545				209	val	train
MZ089731_68	decoy	0	MZ089731_68				536	train	train
MZ334520_73	decoy	0	MZ334520_73				72	train	train
OQ995430_71	decoy	0	OQ995430_71				151	train	train
MH370383_67	decoy	0	MH370383_67				63	train	train
PV876945.1_42	decoy	0	PV876945.1_42				132	test	train
NC_020870_5	decoy	0	NC_020870_5				257	train	train
NC_041864_2	decoy	0	NC_041864_2				376	train	train
MZ456036_76	decoy	0	MZ456036_76				347	test	train
NC_007610_63	decoy	0	NC_007610_63				598	test	train
MH651167_50	decoy	0	MH651167_50				69	val	train
MN101230_144	decoy	0	MN101230_144				148	train	train
NC_047715_116	decoy	0	NC_047715_116				489	val	train
PV416405_10	decoy	0	PV416405_10				61	train	train
PQ815173_55	decoy	0	PQ815173_55				52	test	train
NC_070998_129	decoy	0	NC_070998_129				39	test	train
OR352933_39	decoy	0	OR352933_39				74	train	train
PV893168_275	decoy	0	PV893168_275				478	val	train
OP172792_22	decoy	0	OP172792_22				83	val	train
MN585989_35	decoy	0	MN585989_35				432	train	train
NC_049851_171	decoy	0	NC_049851_171				157	train	train
ON464759_8	decoy	0	ON464759_8				845	test	train
PP944329_46	decoy	0	PP944329_46				203	train	train
LC819006_199	decoy	0	LC819006_199				300	val	train
MW960037_29	decoy	0	MW960037_29				110	train	train
MW464860_73	decoy	0	MW464860_73				113	test	train
PV105555_40	decoy	0	PV105555_40				115	val	train
PQ306574_265	decoy	0	PQ306574_265				414	test	train
MH638310_104	decoy	0	MH638310_104				1181	test	train
PV659690_5	decoy	0	PV659690_5				63	train	train
MT900488_28	decoy	0	MT900488_28				71	train	train
PV808485_62	decoy	0	PV808485_62				72	train	train
NC_048679_33	decoy	0	NC_048679_33				291	train	train
NC_079185_27	decoy	0	NC_079185_27				685	test	train
MK573636_146	decoy	0	MK573636_146				73	test	train
PX682314.1_37	decoy	0	PX682314.1_37				70	train	train
OR231919_145	decoy	0	OR231919_145				95	train	train
PZ055536.1_9	decoy	0	PZ055536.1_9				59	train	train
PP531530_42	decoy	0	PP531530_42				369	test	train
MN428047_89	decoy	0	MN428047_89				189	train	train
MN434095_69	decoy	0	MN434095_69				325	train	train
MG592547_48	decoy	0	MG592547_48				114	test	train
PP978810_35	decoy	0	PP978810_35				338	val	train
MT552977_276	decoy	0	MT552977_276				76	train	train
KX456212_15	decoy	0	KX456212_15				137	val	train
OP172724_40	decoy	0	OP172724_40				394	test	train
MH319751_1	decoy	0	MH319751_1				283	train	train
PP712941_30	decoy	0	PP712941_30				68	train	train
MH221129_273	decoy	0	MH221129_273				224	train	train
MH825708_39	decoy	0	MH825708_39				615	train	train
PV648997_105	decoy	0	PV648997_105				72	train	train
KC348604_47	decoy	0	KC348604_47				70	val	train
PV702347_8	decoy	0	PV702347_8				289	train	train
NC_055887_1	decoy	0	NC_055887_1				82	train	train
KT898134_17	decoy	0	KT898134_17				132	train	train
PX645697_110	decoy	0	PX645697_110				99	train	train
NC_070951_10	decoy	0	NC_070951_10				153	train	train
MZ092003_82	decoy	0	MZ092003_82				43	train	train
OR352947_59	decoy	0	OR352947_59				119	val	train
PX061015_156	decoy	0	PX061015_156				171	train	train
PP437545_2	decoy	0	PP437545_2				165	val	train
NC_005856_71	decoy	0	NC_005856_71				333	train	train
NC_107026_17	decoy	0	NC_107026_17				168	train	train
PP410321_141	decoy	0	PP410321_141				287	train	train
PQ571263_48	decoy	0	PQ571263_48				1215	train	train
MK359321_211	decoy	0	MK359321_211				1008	val	train
PV876940.1_11	decoy	0	PV876940.1_11				436	train	train
NC_015290_155	decoy	0	NC_015290_155				171	val	train
NC_031245_46	decoy	0	NC_031245_46				495	val	train
PP100125_37	decoy	0	PP100125_37				430	train	train
NC_049401_20	decoy	0	NC_049401_20				118	train	train
PV190393_24	decoy	0	PV190393_24				71	train	train
OM868075_87	decoy	0	OM868075_87				103	train	train
PP978889_31	decoy	0	PP978889_31				393	train	train
OP172782_40	decoy	0	OP172782_40				73	val	train
NC_071045_195	decoy	0	NC_071045_195				60	train	train
PX654436_226	decoy	0	PX654436_226				161	test	train
KY389064_20	decoy	0	KY389064_20				310	test	train
NC_024207_198	decoy	0	NC_024207_198				248	train	train
OL451225_73	decoy	0	OL451225_73				379	val	train
NC_047926_138	decoy	0	NC_047926_138				149	train	train
PQ036876_8	decoy	0	PQ036876_8				85	train	train
PQ536907_36	decoy	0	PQ536907_36				61	train	train
ON857943_24	decoy	0	ON857943_24				173	train	train
PQ374922_85	decoy	0	PQ374922_85				69	train	train
NC_042139_3	decoy	0	NC_042139_3				546	train	train
MK416010_11	decoy	0	MK416010_11				128	train	train
NC_027390_1	decoy	0	NC_027390_1				93	test	train
PQ765507_75	decoy	0	PQ765507_75				87	train	train
KT381865_24	decoy	0	KT381865_24				180	val	train
OP172771_13	decoy	0	OP172771_13				91	train	train
PP400783_60	decoy	0	PP400783_60				232	test	train
