protein_id,category,host_raw,host_domain,genome_genus,genome_family,protein_length,best_evalue,n_pfam,n_cdd,n_superfamily,cazy_layer,tmhmm_predhel_approx,signal_peptide_approx,genome_completeness,genome_checkv_quality,fold_homolog,mean_plddt,n_pockets,substrate_inferred,novelty,transfer_value,total_score
OL961820_244,holin,Unspecified,bacteria,Unclassified,Unclassified,218,5.50e-54,1,0,0,none,1,yes,95.49,High-quality,,,,膜成孔（内溶素协同，推断）,0.175,未知,0.6012
OP750247_271,holin,Unspecified,bacteria,Gaprivervirus,Straboviridae,218,5.50e-54,1,0,0,none,1,yes,96.02,High-quality,,,,膜成孔（内溶素协同，推断）,0.175,未知,0.6012
KY883644_49,lysin,Vibrio,bacteria,Chatterjeevirus,Autotranscriptaviridae,1128,1.90e-210,,,,none,0,no,90.46,High-quality,,,,未知,0.541,其他革兰阴性/细菌,0.6011
NC_022914_24,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,475,4.70e-46,3,1,2,none,0,no,90.78,High-quality,AF-A0A0M2NT56-F1,86.2,27,未知,0.044,革兰阳性,0.6009
OL976437_1,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,1189,9.50e-06,1,1,0,none,0,no,93.86,High-quality,AF-A0A193SCY5-F1,74.3,91,未知,0.469,CRKP/PA/AB 临床重点菌,0.6003
OR354821_172,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,260,2.00e-16,2,0,1,none,0,no,92.69,High-quality,AF-A0A2T4PZB7-F1,89.2,26,未知,0.379,革兰阳性,0.6003
OR354823_59,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,260,2.00e-16,2,0,1,none,0,no,93.86,High-quality,AF-A0A2T4PZB7-F1,89.2,26,未知,0.379,革兰阳性,0.6003
MZ417326_147,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,256,2.00e-16,2,0,1,none,0,no,81.07,Medium-quality,AF-A0A2T4PZB7-F1,89.2,26,未知,0.379,革兰阳性,0.6003
NC_007065_28,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,207,1.80e-95,1,0,1,none,0,no,90.05,High-quality,AF-A0AB37XTY1-F1,81.5,31,未知,0.087,革兰阳性,0.6003
MZ398247_50,lysin,Enterobacteria,bacteria,Kayfunavirus,Autotranscriptaviridae,906,4.90e-299,,,,none,0,no,92.41,High-quality,,,,未知,0.135,其他革兰阴性/细菌,0.6002
NC_031077_25,depolymerase,Enterobacter,bacteria,Uetakevirus,Unclassified,853,2.00e-14,2,0,1,"CAZy(tailspike,class待定)",0,no,71.71,Medium-quality,,,,荚膜多糖（推断）,0.092,其他革兰阴性/细菌,0.6001
OP807345_11,lysin,Lacticaseibacillus,bacteria,Coetzeevirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,68.86,Medium-quality,AF-A0AAP9HHA2-F1,84.7,24,未知,0.054,革兰阳性,0.6001
ON602767_43,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,849,5.70e-13,2,0,1,none,0,no,94.88,High-quality,,,,未知,0.255,CRKP/PA/AB 临床重点菌,0.5999
CAKLQH020000015_62,depolymerase,Acinetobacter,bacteria,Unclassified,Unclassified,937,7.20e-07,1,0,1,none,0,yes,73.26,Medium-quality,AF-A0A8B5UIK5-F1,85.2,49,未知,0.306,CRKP/PA/AB 临床重点菌,0.5997
PV472050_182,lysin,Pseudomonas,bacteria,Unclassified,Straboviridae,1373,2.30e-20,,,,none,0,no,71.82,Medium-quality,,,,未知,0.592,CRKP/PA/AB 临床重点菌,0.5997
PV768545_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.22,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.044,革兰阳性,0.5996
OR479082_38,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,482,1.80e-95,3,1,2,none,0,no,74.63,Medium-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.042,革兰阳性,0.5994
ON602743_13,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,849,5.70e-13,2,0,1,none,0,no,93.88,High-quality,,,,未知,0.251,CRKP/PA/AB 临床重点菌,0.5993
OP807342_3,lysin,Lacticaseibacillus,bacteria,Iaduovirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,90.37,High-quality,AF-A0A5R8LKS6-F1,84.1,22,未知,0.054,革兰阳性,0.5992
OR354820_188,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,260,2.00e-16,2,0,1,none,0,no,92.2,High-quality,AF-A0A2T4PZB7-F1,89.2,26,未知,0.371,革兰阳性,0.5991
OR354848_35,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,122,9.90e-34,,,,none,0,no,80.9,Medium-quality,AF-A0A9X4R0S9-F1,84.7,32,未知,0.046,革兰阳性,0.5989
OR354847_32,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,488,9.90e-34,3,1,2,none,0,no,82.68,Medium-quality,AF-A0A9X4R0S9-F1,84.7,32,未知,0.045,革兰阳性,0.5988
NC_007050_28,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,214,1.80e-95,1,0,1,none,0,no,93.8,High-quality,AF-A0AAP7EGW1-F1,82.5,10,未知,0.066,革兰阳性,0.5987
NC_022756_21,lysin,Lactobacillus,bacteria,Junavirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,78.3,Medium-quality,AF-A0A5R8LKS6-F1,84.1,22,未知,0.049,革兰阳性,0.5985
PP554657_3,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.75,Medium-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.035,革兰阳性,0.5984
NC_028862_24,lysin,Staphylococcus,bacteria,Triavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.45,Medium-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.035,革兰阳性,0.5984
NC_048135_9,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,1486,5.50e-284,,,,none,0,no,100.0,Complete,,,,未知,0.122,其他革兰阴性/细菌,0.5983
OQ578993_67,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,482,1.80e-95,3,1,2,none,0,no,94.49,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.05,革兰阳性,0.5982
OR474483_60,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.97,Medium-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.033,革兰阳性,0.598
NC_054982_3,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.25,High-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.033,革兰阳性,0.598
OP617745_442,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,992,2.00e-12,,,,none,0,no,92.17,High-quality,,,,未知,0.532,CRKP/PA/AB 临床重点菌,0.5978
PQ227829_47,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,151,1.60e-293,,,,none,0,no,100.0,Complete,,,,未知,0.119,其他革兰阴性/细菌,0.5978
PP952055.1_28,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.67,High-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.031,革兰阳性,0.5978
OQ860977_48,lysin,Salmonella,bacteria,Kayfunavirus,Autotranscriptaviridae,93,1.60e-293,,,,none,0,no,100.0,Complete,,,,未知,0.118,其他革兰阴性/细菌,0.5977
NC_028911_24,lysin,Lactobacillus,bacteria,Colunavirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,60.84,Medium-quality,AF-A0AAP4JI69-F1,83.5,22,未知,0.049,革兰阳性,0.5976
NC_004112_20,lysin,Lactobacillus,bacteria,Ashduovirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,83.22,Medium-quality,AF-S2NUT9-F1,84.4,18,未知,0.04,革兰阳性,0.5976
NC_021323_59,lysin,Staphylococcus,bacteria,Triavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,90.72,High-quality,AF-A0A517KMF6-F1,85.4,25,未知,0.029,革兰阳性,0.5975
OQ863049.1_24,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,482,1.80e-95,3,1,2,none,0,no,92.79,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.029,革兰阳性,0.5973
NC_011614_63,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,90.31,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.029,革兰阳性,0.5973
ON911716_65,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.83,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.027,革兰阳性,0.597
KM209294_5,depolymerase,Dickeya,bacteria,Unclassified,Ackermannviridae,1020,6.40e-157,1,0,1,none,2,no,7.75,Low-quality,,,,未知,0.111,其他革兰阴性/细菌,0.5967
PV069681_53,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.39,Medium-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.04,革兰阳性,0.5967
OQ687052_23,lysin,Staphylococcus,bacteria,Peeveelvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.12,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.04,革兰阳性,0.5967
NC_062581_201,lysin,Pseudomonas,bacteria,Tepukevirus,Chimalliviridae,259,3.70e-07,1,0,2,CBM(class),0,yes,99.22,High-quality,,,,肽聚糖（推断）,0.624,CRKP/PA/AB 临床重点菌,0.5965
PQ039555_54,lysin,Enterobacter,bacteria,Unclassified,Unclassified,138,1.60e-293,,,,none,0,no,92.14,High-quality,,,,未知,0.11,其他革兰阴性/细菌,0.5965
NC_054981_47,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,92.27,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.023,革兰阳性,0.5964
MT956952_23,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,351,6.90e-53,1,1,1,none,0,yes,74.78,Medium-quality,AF-A0AAP4JI69-F1,83.5,22,未知,0.04,革兰阳性,0.5963
NC_028835_27,lysin,Lactobacillus,bacteria,Colunavirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,60.72,Medium-quality,AF-A0AAP4JI69-F1,83.5,22,未知,0.04,革兰阳性,0.5963
NC_028888_25,lysin,Lactobacillus,bacteria,Colunavirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,65.95,Medium-quality,AF-A0AAP4JI69-F1,83.5,22,未知,0.04,革兰阳性,0.5963
NC_007064_27,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.38,Medium-quality,AF-A0A517KG25-F1,85.3,31,未知,0.021,革兰阳性,0.5961
LC819009_38,lysin,Ralstonia,bacteria,Unclassified,Unclassified,2040,2.00e-19,1,0,1,GH18/19,2,no,76.6,Medium-quality,,,,肽聚糖（推断）,0.076,其他革兰阴性/细菌,0.5961
LC819006_39,lysin,Ralstonia,bacteria,Unclassified,Unclassified,2040,2.00e-19,1,0,1,GH18/19,2,no,76.65,Medium-quality,,,,肽聚糖（推断）,0.076,其他革兰阴性/细菌,0.5961
LC592711_41,lysin,Burkholderia,bacteria,Chiangmaivirus,Chimalliviridae,2040,2.00e-19,1,0,1,GH18/19,2,no,77.11,Medium-quality,,,,肽聚糖（推断）,0.076,其他革兰阴性/细菌,0.5961
LC819008_38,lysin,Ralstonia,bacteria,Unclassified,Unclassified,2040,2.00e-19,1,0,1,GH18/19,3,no,76.47,Medium-quality,,,,肽聚糖（推断）,0.076,其他革兰阴性/细菌,0.5961
NC_025452_125,depolymerase,Dickeya,bacteria,Limestonevirus,Ackermannviridae,1020,6.40e-157,1,0,1,none,1,no,93.93,High-quality,,,,未知,0.106,其他革兰阴性/细菌,0.5959
MK202160_22,lysin,Streptococcus,bacteria,Unclassified,Aliceevansviridae,282,4.20e-13,2,0,1,"CAZy(lytic_exoenzyme,class待定);GH(class)",0,no,63.49,Medium-quality,AF-A0A0E2Q2U3-F1,86.1,14,肽聚糖（推断）,0.128,革兰阳性,0.5959
NC_028917_66,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.54,Medium-quality,AF-A0A517KG25-F1,85.3,31,未知,0.019,革兰阳性,0.5958
NC_007065_26,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,214,1.80e-95,1,0,1,none,0,no,90.05,High-quality,AF-A0AAP7EGW1-F1,82.5,10,未知,0.047,革兰阳性,0.5958
NC_007060_27,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.79,Medium-quality,AF-A0A517KG25-F1,85.3,31,未知,0.017,革兰阳性,0.5955
ON513432_28,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.84,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.017,革兰阳性,0.5955
OM439673_72,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.23,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.017,革兰阳性,0.5955
MW554488_19,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.56,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.017,革兰阳性,0.5955
NC_019526_540,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,768,9.20e-22,0,0,1,none,0,no,89.93,Medium-quality,,,,未知,0.1,CRKP/PA/AB 临床重点菌,0.5952
OQ851348_60,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,92.48,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
NC_007048_28,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,90.27,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
NC_030652_60,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,89.63,Medium-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
CP071049_60,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,88.96,Medium-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
PP098622_62,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.02,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
OR453398_69,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,93.72,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.015,革兰阳性,0.5952
OK583893_55,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,593,4.00e-17,1,0,1,none,0,no,100.0,Complete,,,,未知,0.571,CRKP/PA/AB 临床重点菌,0.595
PX138291.1_24,lysin,Streptococcus,bacteria,Moineauvirus,Aliceevansviridae,282,4.20e-13,2,0,1,"CAZy(lytic_exoenzyme,class待定);GH(class)",0,no,69.58,Medium-quality,AF-A0A0E2Q2U3-F1,86.1,14,肽聚糖（推断）,0.121,革兰阳性,0.5948
NC_007061_27,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.16,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.012,革兰阳性,0.5948
NC_031036_21,lysin,Lactobacillus,bacteria,Pleeduovirus,Unclassified,351,6.90e-53,1,1,1,none,0,yes,57.9,Medium-quality,AF-K0N732-F1,86.5,22,未知,0.0,革兰阳性,0.5948
NC_027399_540,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,768,6.90e-24,0,0,1,none,0,yes,90.19,High-quality,,,,未知,0.0,CRKP/PA/AB 临床重点菌,0.5944
NC_019910_205,depolymerase,Salmonella,bacteria,Agtrevirus,Ackermannviridae,1020,6.40e-157,1,0,1,none,1,yes,96.59,High-quality,,,,未知,0.096,其他革兰阴性/细菌,0.5944
OR287808_55,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,593,4.00e-17,1,0,1,none,0,no,100.0,Complete,,,,未知,0.566,CRKP/PA/AB 临床重点菌,0.5942
MW238767_16,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,90.02,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.008,革兰阳性,0.5941
MN445183_153,lysin,Salmonella,bacteria,Unclassified,Unclassified,2217,4.20e-18,1,1,1,GH18/19,2,no,97.02,High-quality,,,,肽聚糖（推断）,0.521,其他革兰阴性/细菌,0.594
NC_028913_66,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.03,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.006,革兰阳性,0.5938
PV069682_14,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,365,1.80e-95,2,1,1,none,0,no,91.33,High-quality,AF-A0A2C9TWP3-F1,85.5,29,未知,0.003,革兰阳性,0.5937
NC_019919_39,holin,Yersinia,bacteria,Epseptimavirus,Demerecviridae,219,5.80e-15,1,0,0,none,1,yes,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.158,其他革兰阴性/细菌,0.5936
OP947204_64,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.63,High-quality,AF-A0A517KG25-F1,85.3,31,未知,0.004,革兰阳性,0.5936
MZ571832_12,lysin,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1509,0.00e+00,1,0,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.49,CRKP/PA/AB 临床重点菌,0.5935
MK693005_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,937,2.10e-11,1,0,0,none,0,no,95.4,High-quality,,,,未知,0.412,CRKP/PA/AB 临床重点菌,0.593
PQ039555_53,lysin,Enterobacter,bacteria,Unclassified,Unclassified,306,1.60e-293,,,,none,0,no,92.14,High-quality,,,,未知,0.087,其他革兰阴性/细菌,0.593
OP272493_53,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,242,1.60e-293,,,,none,0,no,92.39,High-quality,,,,未知,0.087,其他革兰阴性/细菌,0.593
OP272492_17,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,235,1.60e-293,,,,none,0,no,91.55,High-quality,,,,未知,0.087,其他革兰阴性/细菌,0.593
PZ091928.1_13,lysin,Klebsiella,bacteria,Unclassified,Unclassified,1488,0.00e+00,1,0,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.487,CRKP/PA/AB 临床重点菌,0.593
PQ561523_40,lysin,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1509,0.00e+00,1,0,1,GH23,0,no,94.39,High-quality,,,,肽聚糖（推断）,0.486,CRKP/PA/AB 临床重点菌,0.5929
PP889467_37,lysin,Klebsiella,bacteria,Unclassified,Unclassified,1489,0.00e+00,1,0,1,GH23,0,no,94.29,High-quality,,,,肽聚糖（推断）,0.486,CRKP/PA/AB 临床重点菌,0.5929
PP889475_40,lysin,Klebsiella,bacteria,Unclassified,Unclassified,1488,0.00e+00,1,0,1,GH23,0,no,95.76,High-quality,,,,肽聚糖（推断）,0.486,CRKP/PA/AB 临床重点菌,0.5929
NC_010808_68,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,93.8,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.015,革兰阳性,0.5929
PQ505476_41,lysin,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1488,0.00e+00,1,0,1,GH23,0,no,95.33,High-quality,,,,肽聚糖（推断）,0.485,CRKP/PA/AB 临床重点菌,0.5927
MN871444_115,depolymerase,Serratia,bacteria,Unclassified,Unclassified,821,2.20e-61,0,0,1,none,0,no,91.55,High-quality,,,,未知,0.083,其他革兰阴性/细菌,0.5925
PQ039553_93,lysin,Enterobacter,bacteria,Unclassified,Unclassified,171,4.40e-48,,,,none,0,no,99.1,High-quality,,,,未知,0.083,其他革兰阴性/细菌,0.5925
OP272492_18,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,266,1.60e-293,,,,none,0,no,91.55,High-quality,,,,未知,0.083,其他革兰阴性/细菌,0.5925
OR901656_35,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,80.22,Medium-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.01,革兰阳性,0.5922
PP098623_67,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,91.61,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.01,革兰阳性,0.5922
OQ718882_47,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,695,9.70e-18,0,0,1,none,0,no,83.04,Medium-quality,,,,未知,0.256,CRKP/PA/AB 临床重点菌,0.5918
PV231330_10,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,937,2.10e-11,1,0,0,none,0,no,100.0,Complete,,,,未知,0.404,CRKP/PA/AB 临床重点菌,0.5918
NC_048161_49,lysin,Cronobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,101,1.60e-293,,,,none,0,no,100.0,Complete,,,,未知,0.079,其他革兰阴性/细菌,0.5918
NC_071146_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,695,9.70e-18,0,0,1,none,0,no,83.67,Medium-quality,,,,未知,0.253,CRKP/PA/AB 临床重点菌,0.5914
NC_013693_173,depolymerase,Shigella,bacteria,Agtrevirus,Ackermannviridae,1020,6.40e-157,1,0,1,none,1,yes,95.69,High-quality,,,,未知,0.076,其他革兰阴性/细菌,0.5914
OR290821_45,lysin,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,527,0.00e+00,1,0,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.476,CRKP/PA/AB 临床重点菌,0.5914
NC_007050_30,lysin,Staphylococcus,bacteria,Dubowvirus,Unclassified,238,1.80e-95,2,1,1,none,0,no,93.8,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.004,革兰阳性,0.5913
PQ133612_5,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,763,1.70e-08,1,0,0,none,0,no,100.0,Complete,AF-A0AAW3G0T4-F1,87.6,47,未知,0.152,CRKP/PA/AB 临床重点菌,0.591
PP098624_73,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,93.61,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.002,革兰阳性,0.591
NC_010147_67,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,89.51,Medium-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.002,革兰阳性,0.591
MZ041098_14,lysin,Staphylococcus,bacteria,Phietavirus,Unclassified,482,1.80e-95,3,1,2,none,0,no,90.04,High-quality,AF-A0A9P2Z032-F1,83.8,27,未知,0.0,革兰阳性,0.5907
KX452697_10,depolymerase,Serratia,bacteria,Miltonvirus,Ackermannviridae,959,1.90e-70,,,,none,0,no,95.63,High-quality,,,,未知,0.07,其他革兰阴性/细菌,0.5905
PX060903.1_50,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,870,1.60e-11,2,0,1,none,0,no,95.37,High-quality,,,,未知,0.257,CRKP/PA/AB 临床重点菌,0.5905
PV615264_66,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,763,1.70e-08,1,0,0,none,0,no,92.32,High-quality,AF-A0AAW3G0T4-F1,87.6,47,未知,0.149,CRKP/PA/AB 临床重点菌,0.5905
PX563682.1_51,lysin,Yersinia,bacteria,Unclassified,Unclassified,919,2.40e-29,,,,none,1,no,89.48,Medium-quality,,,,未知,0.131,其他革兰阴性/细菌,0.5904
OY979414_11,depolymerase,Klebsiella,bacteria,Gansuvirus,Autosignataviridae,651,3.00e-13,1,0,0,none,0,no,95.51,High-quality,,,,未知,0.31,CRKP/PA/AB 临床重点菌,0.59
OP272490_13,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,115,1.60e-293,,,,none,0,yes,98.41,High-quality,,,,未知,0.067,其他革兰阴性/细菌,0.59
PQ197424_39,depolymerase,Raoultella,bacteria,Unclassified,Unclassified,292,3.70e-29,2,0,1,none,0,no,100.0,Complete,,,,未知,0.065,其他革兰阴性/细菌,0.5897
NC_048170_232,lysin,Escherichia,bacteria,Goslarvirus,Chimalliviridae,2253,2.40e-43,0,0,1,none,2,no,100.0,Complete,,,,未知,0.065,其他革兰阴性/细菌,0.5897
OR896824_114,holin,Escherichia,bacteria,Epseptimavirus,Demerecviridae,219,5.80e-15,1,0,0,none,1,yes,87.38,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.129,其他革兰阴性/细菌,0.5893
PQ182779_225,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1020,6.80e-12,1,0,1,none,0,yes,99.41,High-quality,,,,未知,0.365,CRKP/PA/AB 临床重点菌,0.5892
ON489264_3,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,777,1.70e-08,1,0,0,none,0,no,95.86,High-quality,AF-A0AAW3G0T4-F1,87.6,47,未知,0.14,CRKP/PA/AB 临床重点菌,0.5892
NC_049844_2,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,763,1.70e-08,1,0,0,none,0,no,80.62,Medium-quality,AF-A0AAW3G0T4-F1,87.6,47,未知,0.14,CRKP/PA/AB 临床重点菌,0.5892
OK583892_54,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,591,6.10e-17,1,0,1,none,0,yes,100.0,Complete,,,,未知,0.54,CRKP/PA/AB 临床重点菌,0.5891
OP413830_48,depolymerase,Klebsiella,bacteria,Gansuvirus,Autosignataviridae,651,3.00e-13,1,0,0,none,0,no,100.0,Complete,,,,未知,0.304,CRKP/PA/AB 临床重点菌,0.5891
OP272490_14,lysin,Enterobacter,bacteria,Kayfunavirus,Autotranscriptaviridae,125,1.60e-293,,,,none,0,no,98.41,High-quality,,,,未知,0.06,其他革兰阴性/细菌,0.589
MT939252_61,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,556,9.70e-23,0,0,1,none,0,no,100.0,Complete,,,,未知,0.014,CRKP/PA/AB 临床重点菌,0.5889
OM032871_36,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,763,1.70e-08,1,0,0,none,0,no,100.0,Complete,AF-A0AAW3G0T4-F1,87.6,47,未知,0.138,CRKP/PA/AB 临床重点菌,0.5889
MZ571833_1,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,749,1.70e-08,1,0,0,none,0,yes,91.4,High-quality,AF-A0AAW3G0T4-F1,87.6,47,未知,0.138,CRKP/PA/AB 临床重点菌,0.5889
